Sample Number,Name,Depth From,Depth To,X,Y,Z,Length,Al2O3,Fe,Fe (raw + gaussian),final lithology,final lithology-sel[Rich ore],final lithology-sel[Poor ore],Indicator rich ore,Mn,P,SiO2
842,Line#29,68.82,69.45,1797.00,967.00,655.63,0.63,,,,,0,0,,,,
843,Line#29,69.45,69.51,1797.00,967.00,655.28,0.06,,,,Rich ore,1,0,1.00,,,
844,Line#29,69.51,70.59,1797.00,967.00,654.71,1.08,,,,,0,0,,,,
845,Line#29,70.59,71.43,1797.00,967.00,653.75,0.84,,,,Rich ore,1,0,1.00,,,
846,Line#29,71.43,72.49,1797.00,967.00,652.80,1.06,,,,,0,0,,,,
847,Line#29,72.49,75.73,1797.00,967.00,650.65,3.24,,,,Rich ore,1,0,1.00,,,
848,Line#29,75.73,77.56,1797.00,967.00,648.12,1.83,,,,,0,0,,,,
849,Line#29,77.56,80.1,1797.00,967.00,645.93,2.54,,,,Rich ore,1,0,1.00,,,
850,Line#29,80.1,80.5,1797.00,967.00,644.46,0.4,,,,,0,0,,,,
851,Line#29,80.5,84.9,1797.00,967.00,642.06,4.4,,,,Rich ore,1,0,1.00,,,
852,Line#29,84.9,84.95,1797.00,967.00,639.83,0.05,,,,,0,0,,,,
853,Line#29,84.95,94.24,1797.00,967.00,635.16,9.29,0.35,64.36,-0.91,Rich ore,1,0,1.00,2.85,0.02,0.71
854,Line#29,94.24,94.76,1797.00,967.00,630.26,0.52,,,,,0,0,,,,
855,Line#29,94.76,95.8,1797.00,967.00,629.48,1.04,,,,Rich ore,1,0,1.00,,,
856,Line#29,95.8,96.17,1797.00,967.00,628.77,0.37,,,,,0,0,,,,
857,Line#29,96.17,104.54,1797.00,967.00,624.40,8.37,0.46,68.47,1.64,Rich ore,1,0,1.00,0.11,0.02,0.59
858,Line#29,104.54,104.82,1797.00,967.00,620.08,0.28,,,,,0,0,,,,
859,Line#29,104.82,110.47,1797.00,967.00,617.12,5.65,,,,Rich ore,1,0,1.00,,,
860,Line#29,110.47,110.73,1797.00,967.00,614.16,0.26,,,,,0,0,,,,
861,Line#29,110.73,117.45,1797.00,967.00,610.67,6.72,,,,Rich ore,1,0,1.00,,,
862,Line#29,117.45,118.91,1797.00,967.00,606.58,1.46,,,,Poor ore,0,1,0.00,,,
863,Line#29,118.91,133.91,1797.00,967.00,598.35,15,0.43,68.06,1.08,Rich ore,1,0,1.00,0.10,0.03,0.67
864,Line#29,133.91,152.51,1797.00,967.00,581.55,18.6,0.78,66.41,-0.15,Rich ore,1,0,1.00,0.21,0.02,2.04
865,Line#29,152.51,153.21,1797.00,967.00,571.90,0.7,,,,,0,0,,,,
866,Line#29,153.21,160.73,1797.00,967.00,567.79,7.52,0.90,64.60,-0.85,Rich ore,1,0,1.00,0.28,0.02,1.19
867,Line#29,160.73,168.92,1797.00,967.00,559.93,8.19,,33.87,,Poor ore,0,1,0.00,0.89,0.01,
868,Line#29,168.92,170.1,1797.00,967.00,555.25,1.18,,,,Rich ore,1,0,1.00,,,
869,Line#29,170.1,170.42,1797.00,967.00,554.50,0.32,,,,,0,0,,,,
870,Line#29,170.42,180.85,1797.00,967.00,549.13,10.43,0.85,61.08,-1.50,Rich ore,1,0,1.00,2.46,0.02,3.48
871,Line#29,180.85,181.77,1797.00,967.00,543.45,0.92,,,,,0,0,,,,
872,Line#29,181.77,196.47,1797.00,967.00,535.64,14.7,,28.60,,Poor ore,0,1,0.00,0.20,0.01,
873,Line#30,0,15,2001.00,974.00,732.99,15,2.48,63.90,-1.02,Rich ore,1,0,1.00,0.35,0.41,0.53
874,Line#30,15,30,2001.00,974.00,717.99,15,2.26,59.17,-1.71,Rich ore,1,0,1.00,4.57,0.31,1.11
875,Line#30,30,38.46,2001.00,974.00,706.26,8.46,1.03,65.05,-0.69,Rich ore,1,0,1.00,3.53,0.04,1.06
876,Line#30,38.46,53.46,2001.00,974.00,694.53,15,,31.97,,Poor ore,0,1,0.00,1.24,0.19,
877,Line#30,53.46,63.08,2001.00,974.00,682.22,9.62,,19.60,,Poor ore,0,1,0.00,0.91,0.11,
878,Line#30,63.08,64.48,2001.00,974.00,676.71,1.4,,,,,0,0,,,,
879,Line#30,64.48,74.6,2001.00,974.00,670.95,10.12,,15.84,,Poor ore,0,1,0.00,0.82,0.02,
880,Line#30,74.6,74.73,2001.00,974.00,665.83,0.13,,,,,0,0,,,,
881,Line#30,74.73,75.25,2001.00,974.00,665.50,0.52,,,,Poor ore,0,1,0.00,,,
882,Line#31,0,15.94,1616.00,788.00,619.92,15.94,0.62,67.20,0.29,Rich ore,1,0,1.00,0.09,0.14,0.67
883,Line#31,15.94,17,1616.00,788.00,611.42,1.06,,,,,0,0,,,,
884,Line#31,17,32,1616.00,788.00,603.39,15,0.38,68.02,1.04,Rich ore,1,0,1.00,0.13,0.05,0.49
885,Line#31,32,47,1616.00,788.00,588.39,15,0.41,67.88,0.85,Rich ore,1,0,1.00,0.23,0.03,0.79
886,Line#31,47,63.48,1616.00,788.00,572.65,16.48,0.52,67.78,0.75,Rich ore,1,0,1.00,0.16,0.03,0.69
887,Line#31,63.48,64.52,1616.00,788.00,563.89,1.04,,,,,0,0,,,,
888,Line#31,64.52,79.52,1616.00,788.00,555.87,15,0.39,68.33,1.36,Rich ore,1,0,1.00,0.08,0.03,0.54
889,Line#31,79.52,93.16,1616.00,788.00,541.55,13.64,0.29,68.67,2.00,Rich ore,1,0,1.00,0.08,0.02,0.75
890,Line#31,93.16,93.52,1616.00,788.00,534.55,0.36,,,,,0,0,,,,
891,Line#31,93.52,96.8,1616.00,788.00,532.73,3.28,,,,Rich ore,1,0,1.00,,,
892,Line#31,96.8,99.76,1616.00,788.00,529.61,2.96,,,,,0,0,,,,
893,Line#31,99.76,114.76,1616.00,788.00,520.63,15,0.39,68.42,1.49,Rich ore,1,0,1.00,0.29,0.01,0.70
894,Line#31,114.76,134.43,1616.00,788.00,503.29,19.67,0.39,68.19,1.23,Rich ore,1,0,1.00,0.46,0.01,0.64
895,Line#31,134.43,138.1,1616.00,788.00,491.63,3.67,,,,,0,0,,,,
896,Line#31,138.1,153.1,1616.00,788.00,482.29,15,0.51,68.43,1.51,Rich ore,1,0,1.00,0.19,0.01,0.42
897,Line#31,153.1,168.1,1616.00,788.00,467.29,15,0.53,68.22,1.26,Rich ore,1,0,1.00,0.17,0.01,0.44
898,Line#31,168.1,177.94,1616.00,788.00,454.87,9.84,0.72,68.43,1.53,Rich ore,1,0,1.00,0.16,0.01,0.36
899,Line#31,177.94,179.12,1616.00,788.00,449.36,1.18,,,,,0,0,,,,
900,Line#31,179.12,194.12,1616.00,788.00,441.27,15,0.66,68.00,1.00,Rich ore,1,0,1.00,0.22,0.01,0.84
901,Line#31,194.12,202.4,1616.00,788.00,429.63,8.28,0.68,67.69,0.67,Rich ore,1,0,1.00,0.43,0.02,0.95
902,Line#31,202.4,202.67,1616.00,788.00,425.36,0.27,,,,,0,0,,,,
903,Line#31,202.67,217.42,1616.00,788.00,417.85,14.75,1.04,65.96,-0.32,Rich ore,1,0,1.00,0.17,0.01,2.17
904,Line#31,217.42,218.77,1616.00,788.00,409.79,1.35,,,,Poor ore,0,1,0.00,,,
905,Line#31,218.77,237.4,1616.00,788.00,399.80,18.63,0.50,68.63,1.88,Rich ore,1,0,1.00,0.17,0.01,0.35
906,Line#31,237.4,237.42,1616.00,788.00,390.48,0.02,,,,,0,0,,,,
907,Line#31,237.42,251.54,1616.00,788.00,383.41,14.12,0.53,68.19,1.23,Rich ore,1,0,1.00,0.27,0.01,0.64
908,Line#31,251.54,252.54,1616.00,788.00,375.85,1,,,,,0,0,,,,
909,Line#31,252.54,253.73,1616.00,788.00,374.75,1.19,,,,Rich ore,1,0,1.00,,,
910,Line#31,253.73,254.74,1616.00,788.00,373.65,1.01,,,,,0,0,,,,
911,Line#31,254.74,260.49,1616.00,788.00,370.27,5.75,,,,Rich ore,1,0,1.00,,,
912,Line#31,260.49,280.64,1616.00,788.00,357.32,20.15,0.38,37.63,,Poor ore,0,1,0.00,,0.01,33.36
913,Line#32,0,0.68,807.00,-190.00,723.87,0.68,,,,Rich ore,1,0,1.00,,,
914,Line#32,0.68,1.36,807.00,-190.00,723.19,0.68,,,,,0,0,,,,
915,Line#32,1.36,7.35,807.00,-190.00,719.86,5.99,,,,Rich ore,1,0,1.00,,,
916,Line#32,7.35,17.78,807.00,-190.00,711.64,10.43,,35.94,,Poor ore,0,1,0.00,0.09,0.16,
917,Line#32,17.78,18.46,807.00,-190.00,706.09,0.68,,,,,0,0,,,,
918,Line#32,18.46,33.46,807.00,-190.00,698.25,15,,22.45,,Poor ore,0,1,0.00,0.60,0.09,
919,Line#32,33.46,48.7,807.00,-190.00,683.13,15.24,,22.50,,Poor ore,0,1,0.00,0.80,0.05,
920,Line#33,0,0.75,792.00,428.00,661.24,0.75,,,,Rich ore,1,0,1.00,,,
921,Line#33,0.75,1.35,792.00,428.00,660.56,0.6,,,,,0,0,,,,
922,Line#33,1.35,9,792.00,428.00,656.44,7.65,,43.54,-2.74,Rich ore,1,0,1.00,0.10,0.10,
923,Line#33,9,14.98,792.00,428.00,649.62,5.98,,,,Poor ore,0,1,0.00,,,
924,Line#33,14.98,16.85,792.00,428.00,645.70,1.87,,,,,0,0,,,,
925,Line#33,16.85,31.85,792.00,428.00,637.26,15,,23.20,,Poor ore,0,1,0.00,0.16,0.05,
926,Line#33,31.85,46.85,792.00,428.00,622.26,15,,,,Poor ore,0,1,0.00,,,
927,Line#33,46.85,61.85,792.00,428.00,607.26,15,,,,Poor ore,0,1,0.00,,,
928,Line#33,61.85,76.85,792.00,428.00,592.26,15,,,,Poor ore,0,1,0.00,,,
929,Line#33,76.85,91.85,792.00,428.00,577.26,15,,,,Poor ore,0,1,0.00,,,
930,Line#33,91.85,106.85,792.00,428.00,562.26,15,,,,Poor ore,0,1,0.00,,,
931,Line#33,106.85,116.38,792.00,428.00,550.00,9.53,,,,Poor ore,0,1,0.00,,,
932,Line#33,116.38,126.42,792.00,428.00,540.21,10.04,0.87,66.97,0.15,Rich ore,1,0,1.00,0.22,0.02,0.79
933,Line#33,126.42,126.9,792.00,428.00,534.95,0.48,,,,,0,0,,,,
934,Line#33,126.9,130.55,792.00,428.00,532.88,3.65,,,,Rich ore,1,0,1.00,,,
935,Line#33,130.55,131.02,792.00,428.00,530.83,0.47,,,,,0,0,,,,
936,Line#33,131.02,151.62,792.00,428.00,520.29,20.6,1.10,66.84,0.08,Rich ore,1,0,1.00,0.18,0.02,0.70
937,Line#33,151.62,152.22,792.00,428.00,509.69,0.6,,,,,0,0,,,,
938,Line#33,152.22,153.02,792.00,428.00,508.99,0.8,,,,Rich ore,1,0,1.00,,,
939,Line#33,153.02,153.6,792.00,428.00,508.30,0.58,,,,,0,0,,,,
940,Line#33,153.6,161.59,792.00,428.00,504.01,7.99,1.57,65.34,-0.55,Rich ore,1,0,1.00,0.17,0.02,1.08
941,Line#33,161.59,162.89,792.00,428.00,499.37,1.3,,,,,0,0,,,,
942,Line#33,162.89,172.8,792.00,428.00,493.76,9.91,0.42,67.91,0.90,Rich ore,1,0,1.00,0.11,0.01,0.74
943,Line#33,172.8,174.65,792.00,428.00,487.88,1.85,,,,,0,0,,,,
944,Line#33,174.65,187.15,792.00,428.00,480.71,12.5,0.60,68.01,1.01,Rich ore,1,0,1.00,0.15,0.02,0.86
945,Line#33,187.15,188.15,792.00,428.00,473.96,1,,,,,0,0,,,,
946,Line#33,188.15,205.75,792.00,428.00,464.66,17.6,0.68,67.79,0.77,Rich ore,1,0,1.00,0.12,0.01,1.07
947,Line#33,205.75,207.15,792.00,428.00,455.16,1.4,,,,,0,0,,,,
948,Line#33,207.15,224.7,792.00,428.00,445.69,17.55,0.50,68.13,1.11,Rich ore,1,0,1.00,0.09,0.01,0.97
949,Line#33,224.7,226,792.00,428.00,436.26,1.3,,,,,0,0,,,,
950,Line#33,226,227.4,792.00,428.00,434.91,1.4,,,,Rich ore,1,0,1.00,,,
951,Line#33,227.4,228.6,792.00,428.00,433.61,1.2,,,,,0,0,,,,
952,Line#33,228.6,240.15,792.00,428.00,427.24,11.55,0.63,67.59,0.59,Rich ore,1,0,1.00,0.14,0.01,1.53
953,Line#33,240.15,241.2,792.00,428.00,420.94,1.05,,,,,0,0,,,,
954,Line#33,241.2,256.2,792.00,428.00,412.91,15,1.18,66.56,-0.05,Rich ore,1,0,1.00,0.27,0.01,1.60
955,Line#33,256.2,271.2,792.00,428.00,397.91,15,0.43,67.95,0.93,Rich ore,1,0,1.00,0.23,0.01,1.15
956,Line#33,271.2,289.25,792.00,428.00,381.38,18.05,0.52,67.40,0.45,Rich ore,1,0,1.00,0.08,0.01,2.25
957,Line#33,289.25,290.55,792.00,428.00,371.71,1.3,,,,,0,0,,,,
958,Line#33,290.55,304.85,792.00,428.00,363.91,14.3,0.42,67.39,0.44,Rich ore,1,0,1.00,0.09,0.01,2.34
959,Line#33,304.85,306.25,792.00,428.00,356.06,1.4,,,,,0,0,,,,
960,Line#33,306.25,314.6,792.00,428.00,351.19,8.35,0.43,68.13,1.12,Rich ore,1,0,1.00,0.13,0.01,1.27
961,Line#33,314.6,316,792.00,428.00,346.31,1.4,,,,,0,0,,,,
962,Line#33,316,333.85,792.00,428.00,336.69,17.85,0.49,66.50,-0.11,Rich ore,1,0,1.00,0.10,0.01,2.79
963,Line#33,333.85,334.37,792.00,428.00,327.50,0.52,,,,Poor ore,0,1,0.00,,,
964,Line#34,0,1.32,607.00,189.00,638.42,1.32,,,,,0,0,,,,
965,Line#34,1.32,16.32,607.00,189.00,630.26,15,1.58,65.40,-0.55,Rich ore,1,0,1.00,0.12,0.29,0.75
966,Line#34,16.32,31.32,607.00,189.00,615.26,15,1.35,66.73,0.01,Rich ore,1,0,1.00,0.06,0.15,0.33
967,Line#34,31.32,46.32,607.00,189.00,600.26,15,1.05,67.39,0.43,Rich ore,1,0,1.00,0.07,0.04,0.44
968,Line#34,46.32,61.32,607.00,189.00,585.26,15,0.80,67.60,0.59,Rich ore,1,0,1.00,0.08,0.02,0.57
969,Line#34,61.32,76.32,607.00,189.00,570.26,15,0.65,67.12,0.25,Rich ore,1,0,1.00,0.06,0.02,0.91
970,Line#34,76.32,91.32,607.00,189.00,555.26,15,0.46,67.41,0.46,Rich ore,1,0,1.00,0.06,0.02,0.56
971,Line#34,91.32,106.32,607.00,189.00,540.26,15,0.51,68.21,1.25,Rich ore,1,0,1.00,0.04,0.02,0.49
972,Line#34,106.32,121.32,607.00,189.00,525.26,15,0.77,67.91,0.90,Rich ore,1,0,1.00,0.04,0.02,0.48
973,Line#34,121.32,134.33,607.00,189.00,511.26,13.01,0.69,67.78,0.76,Rich ore,1,0,1.00,0.04,0.01,0.68
974,Line#34,134.33,135.73,607.00,189.00,504.05,1.4,,,,,0,0,,,,
975,Line#34,135.73,150.73,607.00,189.00,495.85,15,0.71,66.54,-0.07,Rich ore,1,0,1.00,0.06,0.02,0.80
976,Line#34,150.73,165.73,607.00,189.00,480.85,15,0.55,65.88,-0.36,Rich ore,1,0,1.00,0.08,0.02,1.09
977,Line#34,165.73,180.4,607.00,189.00,466.02,14.67,0.36,66.23,-0.23,Rich ore,1,0,1.00,0.13,0.02,1.30
978,Line#34,180.4,181.29,607.00,189.00,458.24,0.89,,,,,0,0,,,,
979,Line#34,181.29,185.34,607.00,189.00,455.77,4.05,,,,Rich ore,1,0,1.00,,,
980,Line#34,185.34,186.32,607.00,189.00,453.25,0.98,,,,,0,0,,,,
981,Line#34,186.32,196.59,607.00,189.00,447.63,10.27,0.49,66.58,-0.04,Rich ore,1,0,1.00,0.07,0.02,1.22
982,Line#34,196.59,197.68,607.00,189.00,441.95,1.09,,,,,0,0,,,,
983,Line#34,197.68,211.91,607.00,189.00,434.29,14.23,1.14,65.29,-0.57,Rich ore,1,0,1.00,0.23,0.03,1.67
984,Line#34,211.91,225.5,607.00,189.00,420.38,13.59,2.98,54.25,,Poor ore,0,1,0.00,2.05,0.02,11.36
985,Line#34,225.5,228.06,607.00,189.00,412.30,2.56,,,,Rich ore,1,0,1.00,,,
986,Line#34,228.06,229.46,607.00,189.00,410.32,1.4,,,,,0,0,,,,
987,Line#34,229.46,232.09,607.00,189.00,408.31,2.63,,,,Poor ore,0,1,0.00,,,
988,Line#34,232.09,233.06,607.00,189.00,406.51,0.97,,,,,0,0,,,,
989,Line#34,233.06,236.91,607.00,189.00,404.10,3.85,,,,Poor ore,0,1,0.00,,,
990,Line#34,236.91,247.01,607.00,189.00,397.12,10.1,0.56,63.13,-1.16,Rich ore,1,0,1.00,0.14,0.01,6.82
991,Line#34,247.01,260.71,607.00,189.00,385.22,13.7,,,,Poor ore,0,1,0.00,,,
992,Line#35,0,1.04,607.00,3.00,690.05,1.04,,,,Rich ore,1,0,1.00,,,
993,Line#35,1.04,1.49,607.00,3.00,689.31,0.45,,,,,0,0,,,,
994,Line#35,1.49,7.31,607.00,3.00,686.17,5.82,,,,Rich ore,1,0,1.00,,,
995,Line#35,7.31,22.31,607.00,3.00,675.76,15,,30.41,,Poor ore,0,1,0.00,0.59,0.08,
996,Line#35,22.31,37.31,607.00,3.00,660.76,15,,29.09,,Poor ore,0,1,0.00,0.19,0.11,
997,Line#35,37.31,47.95,607.00,3.00,647.94,10.64,,28.60,,Poor ore,0,1,0.00,0.40,0.07,
998,Line#35,47.95,62.95,607.00,3.00,635.12,15,0.53,68.65,1.94,Rich ore,1,0,1.00,0.18,0.02,0.44
999,Line#35,62.95,77.95,607.00,3.00,620.12,15,0.70,68.48,1.66,Rich ore,1,0,1.00,0.05,0.02,0.42
1000,Line#35,77.95,92.95,607.00,3.00,605.12,15,0.68,67.80,0.77,Rich ore,1,0,1.00,0.45,0.02,0.34
1001,Line#35,92.95,107.95,607.00,3.00,590.12,15,0.43,68.15,1.15,Rich ore,1,0,1.00,0.43,0.02,0.40
1002,Line#35,107.95,122.95,607.00,3.00,575.12,15,0.75,67.08,0.22,Rich ore,1,0,1.00,0.61,0.02,0.67
1003,Line#35,122.95,132.14,607.00,3.00,563.03,9.19,1.29,66.27,-0.21,Rich ore,1,0,1.00,0.24,0.01,1.63
1004,Line#35,132.14,150.65,607.00,3.00,549.18,18.51,,,,Poor ore,0,1,0.00,,,
1005,Line#37,0,18.42,210.00,380.00,648.09,18.42,,35.34,,Poor ore,0,1,0.00,0.08,0.07,
1006,Line#37,18.42,19.82,210.00,380.00,638.18,1.4,,,,,0,0,,,,
1007,Line#37,19.82,34.82,210.00,380.00,629.98,15,,,,Poor ore,0,1,0.00,,,
1008,Line#37,34.82,49.82,210.00,380.00,614.98,15,,,,Poor ore,0,1,0.00,,,
1009,Line#37,49.82,64.82,210.00,380.00,599.98,15,,,,Poor ore,0,1,0.00,,,
1010,Line#37,64.82,79.82,210.00,380.00,584.98,15,,,,Poor ore,0,1,0.00,,,
1011,Line#37,79.82,94.82,210.00,380.00,569.98,15,,,,Poor ore,0,1,0.00,,,
1012,Line#37,94.82,109.82,210.00,380.00,554.98,15,,,,Poor ore,0,1,0.00,,,
1013,Line#37,109.82,124.82,210.00,380.00,539.98,15,,,,Poor ore,0,1,0.00,,,
1014,Line#37,124.82,139.82,210.00,380.00,524.98,15,,,,Poor ore,0,1,0.00,,,
1015,Line#37,139.82,159.6,210.00,380.00,507.59,19.78,,,,Poor ore,0,1,0.00,,,
1016,Line#37,159.6,161,210.00,380.00,497.00,1.4,,,,Rich ore,1,0,1.00,,,
1017,Line#37,161,162.4,210.00,380.00,495.60,1.4,,,,Poor ore,0,1,0.00,,,
1018,Line#37,162.4,177.4,210.00,380.00,487.40,15,0.86,67.10,0.23,Rich ore,1,0,1.00,0.13,0.02,0.98
1019,Line#37,177.4,192.4,210.00,380.00,472.40,15,0.62,67.52,0.53,Rich ore,1,0,1.00,0.08,0.01,0.49
1020,Line#37,192.4,207.4,210.00,380.00,457.40,15,0.47,67.56,0.56,Rich ore,1,0,1.00,0.24,0.01,0.53
1021,Line#37,207.4,222.4,210.00,380.00,442.40,15,0.65,67.44,0.47,Rich ore,1,0,1.00,0.13,0.01,0.86
1022,Line#37,222.4,238.93,210.00,380.00,426.63,16.53,0.72,67.72,0.69,Rich ore,1,0,1.00,0.06,0.01,0.90
1023,Line#37,238.93,240.04,210.00,380.00,417.81,1.11,,,,,0,0,,,,
1024,Line#37,240.04,244.02,210.00,380.00,415.27,3.98,,,,Rich ore,1,0,1.00,,,
1025,Line#37,244.02,244.56,210.00,380.00,413.01,0.54,,,,,0,0,,,,
1026,Line#37,244.56,246.01,210.00,380.00,412.01,1.45,,,,Poor ore,0,1,0.00,,,
1027,Line#38,0,6.17,609.00,-195.00,702.96,6.17,,,,Rich ore,1,0,1.00,,,
1028,Line#38,6.17,21.17,609.00,-195.00,692.38,15,,31.60,,Poor ore,0,1,0.00,0.08,0.03,
1029,Line#38,21.17,36.17,609.00,-195.00,677.38,15,,19.07,,Poor ore,0,1,0.00,0.31,0.04,
1030,Line#38,36.17,51.17,609.00,-195.00,662.38,15,,17.30,,Poor ore,0,1,0.00,0.40,0.03,
1031,Line#38,51.17,68.8,609.00,-195.00,646.06,17.63,,14.73,,Poor ore,0,1,0.00,0.56,0.04,
1032,Line#38,68.8,69.45,609.00,-195.00,636.92,0.65,,,,,0,0,,,,
1033,Line#38,69.45,84.45,609.00,-195.00,629.10,15,,10.72,,Poor ore,0,1,0.00,0.44,0.01,
1034,Line#38,84.45,99.45,609.00,-195.00,614.10,15,,9.85,,Poor ore,0,1,0.00,0.42,0.03,
1035,Line#38,99.45,111.51,609.00,-195.00,600.57,12.06,,12.12,,Poor ore,0,1,0.00,0.41,0.02,
1036,Line#39,0,18.03,610.00,384.00,642.23,18.03,2.39,64.11,-0.97,Rich ore,1,0,1.00,0.08,0.07,0.34
1037,Line#39,18.03,18.45,610.00,384.00,633.00,0.42,,,,,0,0,,,,
1038,Line#39,18.45,32.51,610.00,384.00,625.76,14.06,3.30,63.61,-1.06,Rich ore,1,0,1.00,0.08,0.10,0.23
1039,Line#39,32.51,47.51,610.00,384.00,611.23,15,,,,Poor ore,0,1,0.00,,,
1040,Line#39,47.51,62.51,610.00,384.00,596.23,15,,,,Poor ore,0,1,0.00,,,
1041,Line#39,62.51,77.51,610.00,384.00,581.23,15,,,,Poor ore,0,1,0.00,,,
1042,Line#39,77.51,92.51,610.00,384.00,566.23,15,,,,Poor ore,0,1,0.00,,,
1043,Line#39,92.51,107.51,610.00,384.00,551.23,15,,,,Poor ore,0,1,0.00,,,
1044,Line#39,107.51,119.87,610.00,384.00,537.55,12.36,,,,Poor ore,0,1,0.00,,,
1045,Line#39,119.87,122.67,610.00,384.00,529.97,2.8,,,,Rich ore,1,0,1.00,,,
1046,Line#39,122.67,124.67,610.00,384.00,527.57,2,,,,Poor ore,0,1,0.00,,,
1047,Line#39,124.67,139.67,610.00,384.00,519.07,15,0.99,65.19,-0.62,Rich ore,1,0,1.00,0.24,0.02,1.10
1048,Line#39,139.67,154.67,610.00,384.00,504.07,15,0.83,66.54,-0.07,Rich ore,1,0,1.00,0.07,0.01,1.09
1049,Line#39,154.67,169.67,610.00,384.00,489.07,15,0.75,66.27,-0.22,Rich ore,1,0,1.00,0.07,0.01,2.00
1050,Line#39,169.67,184.67,610.00,384.00,474.07,15,0.58,66.11,-0.28,Rich ore,1,0,1.00,0.08,0.01,2.42
1051,Line#39,184.67,199.67,610.00,384.00,459.07,15,0.60,67.63,0.61,Rich ore,1,0,1.00,0.07,0.02,0.93
1052,Line#39,199.67,211.25,610.00,384.00,445.78,11.58,0.34,67.41,0.45,Rich ore,1,0,1.00,0.08,0.02,1.28
1053,Line#39,211.25,211.75,610.00,384.00,439.74,0.5,,,,,0,0,,,,
1054,Line#39,211.75,226.75,610.00,384.00,431.99,15,0.47,67.52,0.53,Rich ore,1,0,1.00,0.06,0.01,0.93
1055,Line#39,226.75,241.75,610.00,384.00,416.99,15,0.67,67.23,0.33,Rich ore,1,0,1.00,0.07,0.02,1.02
1056,Line#39,241.75,254.2,610.00,384.00,403.26,12.45,0.35,64.69,-0.82,Rich ore,1,0,1.00,0.09,0.01,5.71
1057,Line#39,254.2,262,610.00,384.00,393.14,7.8,,,,Poor ore,0,1,0.00,,,
1058,Line#40,0,9,1430.00,786.00,625.38,9,,53.59,-2.27,Rich ore,1,0,1.00,0.05,0.21,
1059,Line#40,9,24,1430.00,786.00,613.38,15,,24.38,,Poor ore,0,1,0.00,0.04,0.10,
1060,Line#40,24,39,1430.00,786.00,598.38,15,,,,Poor ore,0,1,0.00,,,
1061,Line#40,39,54,1430.00,786.00,583.38,15,,,,Poor ore,0,1,0.00,,,
1062,Line#40,54,69,1430.00,786.00,568.38,15,,,,Poor ore,0,1,0.00,,,
1063,Line#40,69,84,1430.00,786.00,553.38,15,,,,Poor ore,0,1,0.00,,,
1064,Line#40,84,105.57,1430.00,786.00,535.10,21.57,,,,Poor ore,0,1,0.00,,,
1065,Line#40,105.57,114.85,1430.00,786.00,519.67,9.28,2.91,61.93,-1.35,Rich ore,1,0,1.00,1.67,0.04,1.69
1066,Line#40,114.85,119.17,1430.00,786.00,512.87,4.32,,,,Poor ore,0,1,0.00,,,
1067,Line#40,119.17,140.8,1430.00,786.00,499.89,21.63,0.71,66.66,-0.01,Rich ore,1,0,1.00,0.13,0.02,1.17
1068,Line#40,140.8,141.78,1430.00,786.00,488.59,0.98,,,,,0,0,,,,
1069,Line#40,141.78,156.78,1430.00,786.00,480.60,15,0.80,66.52,-0.09,Rich ore,1,0,1.00,0.26,0.02,1.36
1070,Line#40,156.78,171.78,1430.00,786.00,465.60,15,1.16,66.00,-0.30,Rich ore,1,0,1.00,0.31,0.02,2.04
1071,Line#40,171.78,186.78,1430.00,786.00,450.60,15,0.97,65.79,-0.41,Rich ore,1,0,1.00,0.36,0.02,2.42
1072,Line#40,186.78,201.78,1430.00,786.00,435.60,15,0.98,66.03,-0.30,Rich ore,1,0,1.00,0.36,0.02,2.12
1073,Line#40,201.78,216.78,1430.00,786.00,420.60,15,1.00,66.41,-0.16,Rich ore,1,0,1.00,0.27,0.01,2.00
1074,Line#40,216.78,231.78,1430.00,786.00,405.60,15,0.83,66.90,0.12,Rich ore,1,0,1.00,0.21,0.01,1.87
1075,Line#40,231.78,246.78,1430.00,786.00,390.60,15,0.64,67.04,0.20,Rich ore,1,0,1.00,0.14,0.01,2.30
1076,Line#40,246.78,261.78,1430.00,786.00,375.60,15,0.84,66.45,-0.14,Rich ore,1,0,1.00,0.24,0.01,2.43
1077,Line#40,261.78,276.78,1430.00,786.00,360.60,15,0.70,67.53,0.54,Rich ore,1,0,1.00,0.21,0.01,1.53
1078,Line#40,276.78,291.78,1430.00,786.00,345.60,15,0.62,67.85,0.83,Rich ore,1,0,1.00,0.09,0.01,1.46
1079,Line#40,291.78,306.78,1430.00,786.00,330.60,15,0.84,66.33,-0.19,Rich ore,1,0,1.00,0.17,0.01,2.81
1080,Line#40,306.78,321.78,1430.00,786.00,315.60,15,0.48,68.18,1.21,Rich ore,1,0,1.00,0.10,0.01,1.10
1081,Line#40,321.78,331.1,1430.00,786.00,303.44,9.32,1.71,63.88,-1.03,Rich ore,1,0,1.00,0.88,0.02,3.06
1082,Line#40,331.1,332.25,1430.00,786.00,298.20,1.15,,,,,0,0,,,,
1083,Line#40,332.25,347.25,1430.00,786.00,290.13,15,0.79,67.23,0.33,Rich ore,1,0,1.00,0.40,0.01,1.32
1084,Line#40,347.25,364.58,1430.00,786.00,273.97,17.33,0.51,66.81,0.06,Rich ore,1,0,1.00,1.01,0.02,0.93
1085,Line#40,364.58,364.98,1430.00,786.00,265.10,0.4,,,,,0,0,,,,
